text,phonemes,soundex,Soundexanzahl,Phonemanzahl,AnzahlSätze,Wortanzahl,Wortlängen,VarWortlängen
Last year I could not hear with either ear.,"[['L', 'AE1', 'S', 'T'], ['Y', 'IH1', 'R'], ['AY1'], ['K', 'UH1', 'D'], ['N', 'AA1', 'T'], ['HH', 'IY1', 'R'], ['W', 'IH1', 'DH'], ['IY1', 'DH', 'ER0'], ['IY1', 'R']]","['L230', 'Y600', 'I000', 'C430', 'N300', 'H600', 'W300', 'E360', 'E600']","{'L230': 1, 'Y600': 1, 'I000': 1, 'C430': 1, 'N300': 1, 'H600': 1, 'W300': 1, 'E360': 1, 'E600': 1}","{'L': 1, 'AE1': 1, 'S': 1, 'T': 2, 'Y': 1, 'IH1': 2, 'R': 3, 'AY1': 1, 'K': 1, 'UH1': 1, 'D': 1, 'N': 1, 'AA1': 1, 'HH': 1, 'IY1': 3, 'W': 1, 'DH': 2, 'ER0': 1}",1,9,"[4, 4, 1, 5, 3, 4, 4, 6, 4]",1.654320987654321
Even Knievel helped himself to eleven lots of elevenses. ,"[['IY1', 'V', 'IH0', 'N'], ['K', 'AH0', 'N', 'IY1', 'V', 'AH0', 'L'], ['HH', 'EH1', 'L', 'P', 'T'], ['HH', 'IH0', 'M', 'S', 'EH1', 'L', 'F'], ['T', 'UW1'], ['IH0', 'L', 'EH1', 'V', 'AH0', 'N'], ['L', 'AA1', 'T', 'S'], ['AH1', 'V'], ['IH0', 'L', 'EH1', 'V', 'AH0', 'N', 'Z', 'IH0', 'Z']]","['E150', 'K514', 'H413', 'H524', 'T000', 'E415', 'L320', 'O100', 'E415']","{'E150': 1, 'K514': 1, 'H413': 1, 'H524': 1, 'T000': 1, 'E415': 2, 'L320': 1, 'O100': 1}","{'IY1': 2, 'V': 5, 'IH0': 5, 'N': 4, 'K': 1, 'AH0': 4, 'L': 6, 'HH': 2, 'EH1': 4, 'P': 1, 'T': 3, 'M': 1, 'S': 2, 'F': 1, 'UW1': 1, 'AA1': 1, 'AH1': 1, 'Z': 2}",1,9,"[4, 7, 6, 7, 2, 6, 4, 2, 10]",6.0
An elevator on Everest: on Everest an elevator.,"[['AE1', 'N'], ['EH1', 'L', 'AH0', 'V', 'EY2', 'T', 'ER0'], ['AA1', 'N'], ['EH1', 'V', 'ER0', 'AH0', 'S', 'T'], ['AA1', 'N'], ['EH1', 'V', 'ER0', 'AH0', 'S', 'T'], ['AE1', 'N'], ['EH1', 'L', 'AH0', 'V', 'EY2', 'T', 'ER0']]","['A500', 'E413', 'O500', 'E162', 'O500', 'E162', 'A500', 'E413']","{'A500': 2, 'E413': 2, 'O500': 2, 'E162': 2}","{'AE1': 2, 'N': 4, 'EH1': 4, 'L': 2, 'AH0': 4, 'V': 4, 'EY2': 2, 'T': 4, 'ER0': 4, 'AA1': 2, 'S': 2}",1,8,"[2, 8, 2, 8, 2, 7, 2, 9]",9.25
Even Evan's eaten eighteen eggs.,"[['IY1', 'V', 'IH0', 'N'], ['EH1', 'V', 'AH0', 'N', 'Z'], ['IY1', 'T', 'AH0', 'N'], ['EY0', 'T', 'IY1', 'N'], ['EH1', 'G', 'Z']]","['E150', 'E152', 'E350', 'E235', 'E200']","{'E150': 1, 'E152': 1, 'E350': 1, 'E235': 1, 'E200': 1}","{'IY1': 3, 'V': 2, 'IH0': 1, 'N': 4, 'EH1': 2, 'AH0': 2, 'Z': 2, 'T': 2, 'EY0': 1, 'G': 1}",1,5,"[4, 6, 5, 8, 5]",1.8399999999999999
Elevating eleven elephants.,"[['EH1', 'L', 'AH0', 'V', 'EY2', 'T', 'IH0', 'NG'], ['IH0', 'L', 'EH1', 'V', 'AH0', 'N'], ['EH1', 'L', 'AH0', 'F', 'AH0', 'N', 'T', 'S']]","['E413', 'E415', 'E415']","{'E413': 1, 'E415': 2}","{'EH1': 3, 'L': 3, 'AH0': 4, 'V': 2, 'EY2': 1, 'T': 2, 'IH0': 2, 'NG': 1, 'N': 2, 'F': 1, 'S': 1}",1,3,"[9, 6, 10]",2.8888888888888893
Even the hare's hair hides the hare's ears.,"[['IY1', 'V', 'IH0', 'N'], ['DH', 'AH0'], ['HH', 'EH1', 'R', 'Z'], ['HH', 'EH1', 'R'], ['HH', 'AY1', 'D', 'Z'], ['DH', 'AH0'], ['HH', 'EH1', 'R', 'Z'], ['IH1', 'R', 'Z']]","['E150', 'T000', 'H620', 'H600', 'H320', 'T000', 'H620', 'E620']","{'E150': 1, 'T000': 2, 'H620': 2, 'H600': 1, 'H320': 1, 'E620': 1}","{'IY1': 1, 'V': 1, 'IH0': 1, 'N': 1, 'DH': 2, 'AH0': 2, 'HH': 4, 'EH1': 3, 'R': 4, 'Z': 4, 'AY1': 1, 'D': 1, 'IH1': 1}",1,8,"[4, 3, 6, 4, 5, 3, 6, 5]",1.25
Four fat friars frying flat fish.,"[['F', 'AO1', 'R'], ['F', 'AE1', 'T'], ['F', 'R', 'AY1', 'ER0', 'Z'], ['F', 'R', 'AY1', 'IH0', 'NG'], ['F', 'L', 'AE1', 'T'], ['F', 'IH1', 'SH']]","['F600', 'F300', 'F662', 'F652', 'F430', 'F200']","{'F600': 1, 'F300': 1, 'F662': 1, 'F652': 1, 'F430': 1, 'F200': 1}","{'F': 6, 'AO1': 1, 'R': 3, 'AE1': 2, 'T': 2, 'AY1': 2, 'ER0': 1, 'Z': 1, 'IH0': 1, 'NG': 1, 'L': 1, 'IH1': 1, 'SH': 1}",1,6,"[4, 3, 6, 6, 4, 5]",1.222222222222222
Frightened Phillip forced fearful Frank to fence furiously.,"[['F', 'R', 'AY1', 'T', 'AH0', 'N', 'D'], ['F', 'IH1', 'L', 'IH0', 'P'], ['F', 'AO1', 'R', 'S', 'T'], ['F', 'IH1', 'R', 'F', 'AH0', 'L'], ['F', 'R', 'AE1', 'NG', 'K'], ['T', 'UW1'], ['F', 'EH1', 'N', 'S'], ['F', 'Y', 'UH1', 'R', 'IY0', 'AH0', 'S', 'L', 'IY0']]","['F623', 'P410', 'F623', 'F614', 'F652', 'T000', 'F520', 'F624']","{'F623': 2, 'P410': 1, 'F614': 1, 'F652': 1, 'T000': 1, 'F520': 1, 'F624': 1}","{'F': 8, 'R': 5, 'AY1': 1, 'T': 3, 'AH0': 3, 'N': 2, 'D': 1, 'IH1': 2, 'L': 3, 'IH0': 1, 'P': 1, 'AO1': 1, 'S': 3, 'AE1': 1, 'NG': 1, 'K': 1, 'UW1': 1, 'EH1': 1, 'Y': 1, 'UH1': 1, 'IY0': 2}",1,8,"[10, 7, 6, 7, 5, 2, 5, 10]",6.25
Francis Fowler's father fried five floundering flounders for Francis Fowler's father's father.,"[['F', 'R', 'AE1', 'N', 'S', 'AH0', 'S'], ['F', 'AW1', 'L', 'ER0', 'Z'], ['F', 'AA1', 'DH', 'ER0'], ['F', 'R', 'AY1', 'D'], ['F', 'AY1', 'V'], ['F', 'L', 'AW1', 'N', 'D', 'ER0', 'IH0', 'NG'], ['F', 'L', 'AW1', 'N', 'D', 'ER0', 'Z'], ['F', 'AO1', 'R'], ['F', 'R', 'AE1', 'N', 'S', 'AH0', 'S'], ['F', 'AW1', 'L', 'ER0', 'Z'], ['F', 'AA1', 'DH', 'ER0', 'Z'], ['F', 'AA1', 'DH', 'ER0']]","['F652', 'F462', 'F360', 'F630', 'F100', 'F453', 'F453', 'F600', 'F652', 'F462', 'F362', 'F360']","{'F652': 2, 'F462': 2, 'F360': 2, 'F630': 1, 'F100': 1, 'F453': 2, 'F600': 1, 'F362': 1}","{'F': 12, 'R': 4, 'AE1': 2, 'N': 4, 'S': 4, 'AH0': 2, 'AW1': 4, 'L': 4, 'ER0': 7, 'Z': 4, 'AA1': 3, 'DH': 3, 'AY1': 2, 'D': 3, 'V': 1, 'IH0': 1, 'NG': 1, 'AO1': 1}",1,12,"[7, 8, 6, 5, 4, 11, 9, 3, 7, 8, 8, 7]",4.409722222222221
A fat-thighed freak fries thick fish.,"[['AH0'], ['F', 'AE1', 'TH', 'AH0', 'JH', 'D'], ['F', 'R', 'IY1', 'K'], ['F', 'R', 'AY1', 'Z'], ['TH', 'IH1', 'K'], ['F', 'IH1', 'SH']]","['A000', 'F323', 'F620', 'F620', 'T200', 'F200']","{'A000': 1, 'F323': 1, 'F620': 2, 'T200': 1, 'F200': 1}","{'AH0': 2, 'F': 4, 'AE1': 1, 'TH': 2, 'JH': 1, 'D': 1, 'R': 2, 'IY1': 1, 'K': 2, 'AY1': 1, 'Z': 1, 'IH1': 2, 'SH': 1}",1,6,"[1, 11, 5, 5, 5, 5]",8.555555555555557
Flee from fog to fight the flu fast!,"[['F', 'L', 'IY1'], ['F', 'R', 'AH1', 'M'], ['F', 'AA1', 'G'], ['T', 'UW1'], ['F', 'AY1', 'T'], ['DH', 'AH0'], ['F', 'L', 'UW1'], ['F', 'AE1', 'S', 'T']]","['F400', 'F650', 'F200', 'T000', 'F230', 'T000', 'F400', 'F230']","{'F400': 2, 'F650': 1, 'F200': 1, 'T000': 2, 'F230': 2}","{'F': 6, 'L': 2, 'IY1': 1, 'R': 1, 'AH1': 1, 'M': 1, 'AA1': 1, 'G': 1, 'T': 3, 'UW1': 2, 'AY1': 1, 'DH': 1, 'AH0': 1, 'AE1': 1, 'S': 1}",1,8,"[4, 4, 3, 2, 5, 3, 3, 5]",0.984375
Freddy thrush flies through thick fog!,"[['F', 'R', 'EH1', 'D', 'IY0'], ['TH', 'R', 'AH1', 'SH'], ['F', 'L', 'AY1', 'Z'], ['TH', 'R', 'UW1'], ['TH', 'IH1', 'K'], ['F', 'AA1', 'G']]","['F630', 'T620', 'F420', 'T620', 'T200', 'F200']","{'F630': 1, 'T620': 2, 'F420': 1, 'T200': 1, 'F200': 1}","{'F': 3, 'R': 3, 'EH1': 1, 'D': 1, 'IY0': 1, 'TH': 3, 'AH1': 1, 'SH': 1, 'L': 1, 'AY1': 1, 'Z': 1, 'UW1': 1, 'IH1': 1, 'K': 1, 'AA1': 1, 'G': 1}",1,6,"[6, 6, 5, 7, 5, 4]",0.9166666666666666
Frisky Freddie feeds on fresh fried fish.,"[['F', 'R', 'IH1', 'S', 'K', 'IY0'], ['F', 'R', 'EH1', 'D', 'IY0'], ['F', 'IY1', 'D', 'Z'], ['AA1', 'N'], ['F', 'R', 'EH1', 'SH'], ['F', 'R', 'AY1', 'D'], ['F', 'IH1', 'SH']]","['F620', 'F630', 'F320', 'O500', 'F620', 'F630', 'F200']","{'F620': 2, 'F630': 2, 'F320': 1, 'O500': 1, 'F200': 1}","{'F': 6, 'R': 4, 'IH1': 2, 'S': 1, 'K': 1, 'IY0': 2, 'EH1': 2, 'D': 3, 'IY1': 1, 'Z': 1, 'AA1': 1, 'N': 1, 'SH': 2, 'AY1': 1}",1,7,"[6, 7, 5, 2, 5, 5, 5]",2.0
Five fashionable females flying to France for fresh French fashions.,"[['F', 'AY1', 'V'], ['F', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'B', 'AH0', 'L'], ['F', 'IY1', 'M', 'EY2', 'L', 'Z'], ['F', 'L', 'AY1', 'IH0', 'NG'], ['T', 'UW1'], ['F', 'R', 'AE1', 'N', 'S'], ['F', 'AO1', 'R'], ['F', 'R', 'EH1', 'SH'], ['F', 'R', 'EH1', 'N', 'CH'], ['F', 'AE1', 'SH', 'AH0', 'N', 'Z']]","['F100', 'F251', 'F542', 'F452', 'T000', 'F652', 'F600', 'F620', 'F652', 'F252']","{'F100': 1, 'F251': 1, 'F542': 1, 'F452': 1, 'T000': 1, 'F652': 2, 'F600': 1, 'F620': 1, 'F252': 1}","{'F': 9, 'AY1': 2, 'V': 1, 'AE1': 3, 'SH': 3, 'AH0': 4, 'N': 4, 'B': 1, 'L': 3, 'IY1': 1, 'M': 1, 'EY2': 1, 'Z': 2, 'IH0': 1, 'NG': 1, 'T': 1, 'UW1': 1, 'R': 4, 'S': 1, 'AO1': 1, 'EH1': 2, 'CH': 1}",1,10,"[4, 11, 7, 6, 2, 6, 3, 5, 6, 9]",6.489999999999999
Fresh fried flesh of fowl.,"[['F', 'R', 'EH1', 'SH'], ['F', 'R', 'AY1', 'D'], ['F', 'L', 'EH1', 'SH'], ['AH1', 'V'], ['F', 'AW1', 'L']]","['F620', 'F630', 'F420', 'O100', 'F400']","{'F620': 1, 'F630': 1, 'F420': 1, 'O100': 1, 'F400': 1}","{'F': 4, 'R': 2, 'EH1': 2, 'SH': 2, 'AY1': 1, 'D': 1, 'L': 2, 'AH1': 1, 'V': 1, 'AW1': 1}",1,5,"[5, 5, 5, 2, 5]",1.44
Flora's fan fluttered feebly and her fine fingers fidgeted.,"[['F', 'L', 'AO1', 'R', 'AH0', 'Z'], ['F', 'AE1', 'N'], ['F', 'L', 'AH1', 'T', 'ER0', 'D'], ['F', 'IY1', 'B', 'L', 'IY0'], ['AH0', 'N', 'D'], ['HH', 'ER0'], ['F', 'AY1', 'N'], ['F', 'IH1', 'NG', 'G', 'ER0', 'Z'], ['F', 'IH1', 'JH', 'AH0', 'T', 'IH0', 'D']]","['F462', 'F500', 'F436', 'F140', 'A530', 'H600', 'F500', 'F526', 'F323']","{'F462': 1, 'F500': 2, 'F436': 1, 'F140': 1, 'A530': 1, 'H600': 1, 'F526': 1, 'F323': 1}","{'F': 7, 'L': 3, 'AO1': 1, 'R': 1, 'AH0': 3, 'Z': 2, 'AE1': 1, 'N': 3, 'AH1': 1, 'T': 2, 'ER0': 3, 'D': 3, 'IY1': 1, 'B': 1, 'IY0': 1, 'HH': 1, 'AY1': 1, 'IH1': 2, 'NG': 1, 'G': 1, 'JH': 1, 'IH0': 1}",1,9,"[7, 3, 9, 6, 3, 3, 4, 7, 9]",5.5555555555555545
"Forty fat farmers found a field of fine fresh fodder, Now, if forty fat farmers found a field of fine fresh fodder, where is the field of fine fresh fodder for those forty fat farmers found?","[['F', 'AO1', 'R', 'T', 'IY0'], ['F', 'AE1', 'T'], ['F', 'AA1', 'R', 'M', 'ER0', 'Z'], ['F', 'AW1', 'N', 'D'], ['AH0'], ['F', 'IY1', 'L', 'D'], ['AH1', 'V'], ['F', 'AY1', 'N'], ['F', 'R', 'EH1', 'SH'], ['F', 'AA1', 'D', 'ER0'], ['N', 'AW1'], ['IH1', 'F'], ['F', 'AO1', 'R', 'T', 'IY0'], ['F', 'AE1', 'T'], ['F', 'AA1', 'R', 'M', 'ER0', 'Z'], ['F', 'AW1', 'N', 'D'], ['AH0'], ['F', 'IY1', 'L', 'D'], ['AH1', 'V'], ['F', 'AY1', 'N'], ['F', 'R', 'EH1', 'SH'], ['F', 'AA1', 'D', 'ER0'], ['W', 'EH1', 'R'], ['IH1', 'Z'], ['DH', 'AH0'], ['F', 'IY1', 'L', 'D'], ['AH1', 'V'], ['F', 'AY1', 'N'], ['F', 'R', 'EH1', 'SH'], ['F', 'AA1', 'D', 'ER0'], ['F', 'AO1', 'R'], ['DH', 'OW1', 'Z'], ['F', 'AO1', 'R', 'T', 'IY0'], ['F', 'AE1', 'T'], ['F', 'AA1', 'R', 'M', 'ER0', 'Z'], ['F', 'AW1', 'N', 'D']]","['F630', 'F300', 'F656', 'F530', 'A000', 'F430', 'O100', 'F500', 'F620', 'F360', 'N000', 'I100', 'F630', 'F300', 'F656', 'F530', 'A000', 'F430', 'O100', 'F500', 'F620', 'F360', 'W600', 'I200', 'T000', 'F430', 'O100', 'F500', 'F620', 'F360', 'F600', 'T200', 'F630', 'F300', 'F656', 'F530']","{'F630': 3, 'F300': 3, 'F656': 3, 'F530': 3, 'A000': 2, 'F430': 3, 'O100': 3, 'F500': 3, 'F620': 3, 'F360': 3, 'N000': 1, 'I100': 1, 'W600': 1, 'I200': 1, 'T000': 1, 'F600': 1, 'T200': 1}","{'F': 26, 'AO1': 4, 'R': 11, 'T': 6, 'IY0': 3, 'AE1': 3, 'AA1': 6, 'M': 3, 'ER0': 6, 'Z': 5, 'AW1': 4, 'N': 7, 'D': 9, 'AH0': 3, 'IY1': 3, 'L': 3, 'AH1': 3, 'V': 3, 'AY1': 3, 'EH1': 4, 'SH': 3, 'IH1': 2, 'W': 1, 'DH': 2, 'OW1': 1}",1,36,"[5, 3, 7, 5, 1, 5, 2, 4, 5, 7, 4, 2, 5, 3, 7, 5, 1, 5, 2, 4, 5, 7, 5, 2, 3, 5, 2, 4, 5, 6, 3, 5, 5, 3, 7, 6]",2.934413580246914
Three free flow pipes.,"[['TH', 'R', 'IY1'], ['F', 'R', 'IY1'], ['F', 'L', 'OW1'], ['P', 'AY1', 'P', 'S']]","['T600', 'F600', 'F400', 'P120']","{'T600': 1, 'F600': 1, 'F400': 1, 'P120': 1}","{'TH': 1, 'R': 2, 'IY1': 2, 'F': 2, 'L': 1, 'OW1': 1, 'P': 2, 'AY1': 1, 'S': 1}",1,4,"[5, 4, 4, 6]",0.6875
Three fluffy feathers fell from Phoebe's feeble fan.,"[['TH', 'R', 'IY1'], ['F', 'L', 'AH1', 'F', 'IY0'], ['F', 'EH1', 'DH', 'ER0', 'Z'], ['F', 'EH1', 'L'], ['F', 'R', 'AH1', 'M'], ['F', 'IY1', 'B', 'IY0', 'Z'], ['F', 'IY1', 'B', 'AH0', 'L'], ['F', 'AE1', 'N']]","['T600', 'F410', 'F362', 'F400', 'F650', 'P120', 'F140', 'F500']","{'T600': 1, 'F410': 1, 'F362': 1, 'F400': 1, 'F650': 1, 'P120': 1, 'F140': 1, 'F500': 1}","{'TH': 1, 'R': 2, 'IY1': 3, 'F': 8, 'L': 3, 'AH1': 2, 'IY0': 2, 'EH1': 2, 'DH': 1, 'ER0': 1, 'Z': 2, 'M': 1, 'B': 2, 'AH0': 1, 'AE1': 1, 'N': 1}",1,8,"[5, 6, 8, 4, 4, 8, 6, 4]",2.484375
Fancy Nancy didn't fancy doing fancy work. But Fancy Nancy's fancy aunty did fancy Fancy Nancy doing fancy work!,"[['F', 'AE1', 'N', 'S', 'IY0'], ['N', 'AE1', 'N', 'S', 'IY0'], ['D', 'IH1', 'D', 'AH0', 'N', 'T'], ['F', 'AE1', 'N', 'S', 'IY0'], ['D', 'UW1', 'IH0', 'NG'], ['F', 'AE1', 'N', 'S', 'IY0'], ['W', 'ER1', 'K'], ['B', 'AH1', 'T'], ['F', 'AE1', 'N', 'S', 'IY0'], ['N', 'AE1', 'N', 'S', 'IY0', 'Z'], ['F', 'AE1', 'N', 'S', 'IY0'], ['AO1', 'N', 'T', 'IY0'], ['D', 'IH1', 'D'], ['F', 'AE1', 'N', 'S', 'IY0'], ['F', 'AE1', 'N', 'S', 'IY0'], ['N', 'AE1', 'N', 'S', 'IY0'], ['D', 'UW1', 'IH0', 'NG'], ['F', 'AE1', 'N', 'S', 'IY0'], ['W', 'ER1', 'K']]","['F520', 'N520', 'D353', 'F520', 'D520', 'F520', 'W620', 'B300', 'F520', 'N522', 'F520', 'A530', 'D300', 'F520', 'F520', 'N520', 'D520', 'F520', 'W620']","{'F520': 8, 'N520': 2, 'D353': 1, 'D520': 2, 'W620': 2, 'B300': 1, 'N522': 1, 'A530': 1, 'D300': 1}","{'F': 8, 'AE1': 11, 'N': 16, 'S': 11, 'IY0': 12, 'D': 6, 'IH1': 2, 'AH0': 1, 'T': 3, 'UW1': 2, 'IH0': 2, 'NG': 2, 'W': 2, 'ER1': 2, 'K': 2, 'B': 1, 'AH1': 1, 'Z': 1, 'AO1': 1}",2,19,"[5, 5, 6, 5, 5, 5, 5, 3, 5, 7, 5, 5, 3, 5, 5, 5, 5, 5, 5]",0.6814404432132964
Four fat dogs frying fritters and fiddling ferociously.,"[['F', 'AO1', 'R'], ['F', 'AE1', 'T'], ['D', 'AA1', 'G', 'Z'], ['F', 'R', 'AY1', 'IH0', 'NG'], ['F', 'R', 'IH1', 'T', 'ER0', 'Z'], ['AH0', 'N', 'D'], ['F', 'IH1', 'D', 'L', 'IH0', 'NG'], ['F', 'ER0', 'OW1', 'SH', 'IH0', 'S', 'L', 'IY0']]","['F600', 'F300', 'D200', 'F652', 'F636', 'A530', 'F345', 'F622']","{'F600': 1, 'F300': 1, 'D200': 1, 'F652': 1, 'F636': 1, 'A530': 1, 'F345': 1, 'F622': 1}","{'F': 6, 'AO1': 1, 'R': 3, 'AE1': 1, 'T': 2, 'D': 3, 'AA1': 1, 'G': 1, 'Z': 2, 'AY1': 1, 'IH0': 3, 'NG': 2, 'IH1': 2, 'ER0': 2, 'AH0': 1, 'N': 1, 'L': 2, 'OW1': 1, 'SH': 1, 'S': 1, 'IY0': 1}",1,8,"[4, 3, 4, 6, 8, 3, 8, 12]",8.75
A fine field of wheat. A field of fine wheat.,"[['AH0'], ['F', 'AY1', 'N'], ['F', 'IY1', 'L', 'D'], ['AH1', 'V'], ['W', 'IY1', 'T'], ['AH0'], ['F', 'IY1', 'L', 'D'], ['AH1', 'V'], ['F', 'AY1', 'N'], ['W', 'IY1', 'T']]","['A000', 'F500', 'F430', 'O100', 'W300', 'A000', 'F430', 'O100', 'F500', 'W300']","{'A000': 2, 'F500': 2, 'F430': 2, 'O100': 2, 'W300': 2}","{'AH0': 2, 'F': 4, 'AY1': 2, 'N': 2, 'IY1': 4, 'L': 2, 'D': 2, 'AH1': 2, 'V': 2, 'W': 2, 'T': 2}",2,10,"[1, 4, 5, 2, 6, 1, 5, 2, 4, 6]",3.44
Frightened fluffy owls flying foolishly through the farmyard.,"[['F', 'R', 'AY1', 'T', 'AH0', 'N', 'D'], ['F', 'L', 'AH1', 'F', 'IY0'], ['AW1', 'L', 'Z'], ['F', 'L', 'AY1', 'IH0', 'NG'], ['F', 'UW1', 'L', 'IH0', 'SH', 'L', 'IY0'], ['TH', 'R', 'UW1'], ['DH', 'AH0'], ['F', 'AA1', 'R', 'M', 'Y', 'AA2', 'R', 'D']]","['F623', 'F410', 'O420', 'F452', 'F424', 'T620', 'T000', 'F656']","{'F623': 1, 'F410': 1, 'O420': 1, 'F452': 1, 'F424': 1, 'T620': 1, 'T000': 1, 'F656': 1}","{'F': 6, 'R': 4, 'AY1': 2, 'T': 1, 'AH0': 2, 'N': 1, 'D': 2, 'L': 5, 'AH1': 1, 'IY0': 2, 'AW1': 1, 'Z': 1, 'IH0': 2, 'NG': 1, 'UW1': 2, 'SH': 1, 'TH': 1, 'DH': 1, 'AA1': 1, 'M': 1, 'Y': 1, 'AA2': 1}",1,8,"[10, 6, 4, 6, 9, 7, 3, 9]",5.4375
Francis fries fish fillets for Frederick. Frederick fillets four fresh fish for Francis's fried fillets.,"[['F', 'R', 'AE1', 'N', 'S', 'AH0', 'S'], ['F', 'R', 'AY1', 'Z'], ['F', 'IH1', 'SH'], ['F', 'IH1', 'L', 'IH0', 'T', 'S'], ['F', 'AO1', 'R'], ['F', 'R', 'EH1', 'D', 'R', 'IH0', 'K'], ['F', 'R', 'EH1', 'D', 'R', 'IH0', 'K'], ['F', 'IH1', 'L', 'IH0', 'T', 'S'], ['F', 'AO1', 'R'], ['F', 'R', 'EH1', 'SH'], ['F', 'IH1', 'SH'], ['F', 'AO1', 'R'], ['F', 'R', 'AE1', 'N', 'S', 'IH0', 'S'], ['F', 'R', 'AY1', 'D'], ['F', 'IH1', 'L', 'IH0', 'T', 'S']]","['F652', 'F620', 'F200', 'F432', 'F600', 'F636', 'F636', 'F432', 'F600', 'F620', 'F200', 'F600', 'F652', 'F630', 'F432']","{'F652': 2, 'F620': 2, 'F200': 2, 'F432': 3, 'F600': 3, 'F636': 2, 'F630': 1}","{'F': 15, 'R': 12, 'AE1': 2, 'N': 2, 'S': 7, 'AH0': 1, 'AY1': 2, 'Z': 1, 'IH1': 5, 'SH': 3, 'L': 3, 'IH0': 6, 'T': 3, 'AO1': 3, 'EH1': 3, 'D': 3, 'K': 2}",2,15,"[7, 5, 4, 7, 3, 10, 9, 7, 4, 5, 4, 3, 9, 5, 8]",4.933333333333334
"Five flashy flappers flitting forth fleetly, found four flightly flappers flirting flippantly.","[['F', 'AY1', 'V'], ['F', 'L', 'AE1', 'SH', 'IY0'], ['F', 'L', 'AE1', 'P', 'ER0', 'Z'], ['F', 'L', 'IH1', 'T', 'IH0', 'NG'], ['F', 'AO1', 'R', 'TH'], ['F', 'L', 'IY1', 'T', 'L', 'IY0'], ['F', 'AW1', 'N', 'D'], ['F', 'AO1', 'R'], ['F', 'L', 'AY1', 'T', 'L', 'IY0'], ['F', 'L', 'AE1', 'P', 'ER0', 'Z'], ['F', 'L', 'ER1', 'T', 'IH0', 'NG'], ['F', 'L', 'IH1', 'P', 'AH0', 'N', 'T', 'L', 'IY0']]","['F100', 'F420', 'F416', 'F435', 'F630', 'F434', 'F530', 'F600', 'F423', 'F416', 'F463', 'F415']","{'F100': 1, 'F420': 1, 'F416': 2, 'F435': 1, 'F630': 1, 'F434': 1, 'F530': 1, 'F600': 1, 'F423': 1, 'F463': 1, 'F415': 1}","{'F': 12, 'AY1': 2, 'V': 1, 'L': 11, 'AE1': 3, 'SH': 1, 'IY0': 4, 'P': 3, 'ER0': 2, 'Z': 2, 'IH1': 2, 'T': 5, 'IH0': 2, 'NG': 2, 'AO1': 2, 'R': 2, 'TH': 1, 'IY1': 1, 'AW1': 1, 'N': 2, 'D': 1, 'ER1': 1, 'AH0': 1}",1,12,"[4, 6, 8, 8, 5, 8, 5, 4, 8, 8, 8, 11]",4.076388888888888
"A fly flew past Flo's flat, and a fly flew past fat Flo. Is the fly that flew past Flo the same fly that flew past fat Flo's flat?","[['AH0'], ['F', 'L', 'AY1'], ['F', 'L', 'UW1'], ['P', 'AE1', 'S', 'T'], ['F', 'L', 'AA1', 'S'], ['F', 'L', 'AE1', 'T'], ['AH0', 'N', 'D'], ['AH0'], ['F', 'L', 'AY1'], ['F', 'L', 'UW1'], ['P', 'AE1', 'S', 'T'], ['F', 'AE1', 'T'], ['F', 'L', 'OW1'], ['IH1', 'Z'], ['DH', 'AH0'], ['F', 'L', 'AY1'], ['DH', 'AE1', 'T'], ['F', 'L', 'UW1'], ['P', 'AE1', 'S', 'T'], ['F', 'L', 'OW1'], ['DH', 'AH0'], ['S', 'EY1', 'M'], ['F', 'L', 'AY1'], ['DH', 'AE1', 'T'], ['F', 'L', 'UW1'], ['P', 'AE1', 'S', 'T'], ['F', 'AE1', 'T'], ['F', 'L', 'AA1', 'S'], ['F', 'L', 'AE1', 'T']]","['A000', 'F400', 'F400', 'P230', 'F420', 'F430', 'A530', 'A000', 'F400', 'F400', 'P230', 'F300', 'F400', 'I200', 'T000', 'F400', 'T300', 'F400', 'P230', 'F400', 'T000', 'S500', 'F400', 'T300', 'F400', 'P230', 'F300', 'F420', 'F430']","{'A000': 2, 'F400': 10, 'P230': 4, 'F420': 2, 'F430': 2, 'A530': 1, 'F300': 2, 'I200': 1, 'T000': 2, 'T300': 2, 'S500': 1}","{'AH0': 5, 'F': 16, 'L': 14, 'AY1': 4, 'UW1': 4, 'P': 4, 'AE1': 10, 'S': 7, 'T': 10, 'AA1': 2, 'N': 1, 'D': 1, 'OW1': 2, 'IH1': 1, 'Z': 1, 'DH': 4, 'EY1': 1, 'M': 1}",2,29,"[1, 3, 4, 4, 5, 5, 3, 1, 3, 4, 4, 3, 4, 2, 3, 3, 4, 4, 4, 3, 3, 4, 3, 4, 4, 4, 3, 5, 5]",1.0083234244946488
