text,phonemes,soundex
Can a canner can-can?,"[['K', 'AE1', 'N'], ['AH0'], ['K', 'AE1', 'N', 'ER0'], ['K', 'AE1', 'N', 'K', 'AE2', 'N']]","['C500', 'A000', 'C560', 'C525']"
"Cross-eyes Clara's crazy over crosswords. She's got competitions on the brain. When she's working, everybody's weary. She's wrapped up in her dictionary. Ma's cross, Pa's cross, everybody's got cross ways. And it's quite imposs to avoid getting cross, with cross-eyes Clara and her crossword craze.","[['K', 'R', 'AO1', 'S', 'IY0', 'Z'], ['K', 'L', 'AA1', 'R', 'AH0', 'Z'], ['K', 'R', 'EY1', 'Z', 'IY0'], ['OW1', 'V', 'ER0'], ['K', 'R', 'AO1', 'S', 'W', 'ER2', 'D', 'Z'], ['SH', 'EH1', 'S'], ['G', 'AA1', 'T'], ['K', 'AA2', 'M', 'P', 'AH0', 'T', 'IH1', 'SH', 'AH0', 'N', 'Z'], ['AA1', 'N'], ['DH', 'AH0'], ['B', 'R', 'EY1', 'N'], ['W', 'EH1', 'N'], ['SH', 'EH1', 'S'], ['W', 'ER1', 'K', 'IH0', 'NG'], ['EH1', 'V', 'R', 'IY0', 'B', 'AA2', 'D', 'IY0', 'Z'], ['W', 'IH1', 'R', 'IY0'], ['SH', 'EH1', 'S'], ['R', 'AE1', 'P', 'T'], ['AH1', 'P'], ['IH0', 'N'], ['HH', 'ER0'], ['D', 'IH1', 'K', 'SH', 'AH0', 'N', 'EH2', 'R', 'IY0'], ['M', 'AA1', 'Z'], ['K', 'R', 'AO1', 'S'], ['P', 'AA1', 'Z'], ['K', 'R', 'AO1', 'S'], ['EH1', 'V', 'R', 'IY0', 'B', 'AA2', 'D', 'IY0', 'Z'], ['G', 'AA1', 'T'], ['K', 'R', 'AO1', 'S'], ['W', 'EY1', 'Z'], ['AH0', 'N', 'D'], ['IH1', 'T', 'S'], ['K', 'W', 'AY1', 'T'], ['IH1', 'M', 'P', 'AH0', 'S'], ['T', 'UW1'], ['AH0', 'V', 'OY1', 'D'], ['G', 'EH1', 'T', 'IH0', 'NG'], ['K', 'R', 'AO1', 'S'], ['W', 'IH1', 'DH'], ['K', 'R', 'AO1', 'S', 'IY0', 'Z'], ['K', 'L', 'AE1', 'R', 'AH0'], ['AH0', 'N', 'D'], ['HH', 'ER0'], ['K', 'R', 'AO1', 'S', 'W', 'ER2', 'D'], ['K', 'R', 'EY1', 'Z']]","['C622', 'C462', 'C620', 'O160', 'C626', 'S200', 'G300', 'C513', 'O500', 'T000', 'B650', 'W500', 'S200', 'W625', 'E161', 'W600', 'S200', 'W613', 'U100', 'I500', 'H600', 'D235', 'M200', 'C620', 'P200', 'C620', 'E161', 'G300', 'C620', 'W200', 'A530', 'I320', 'Q300', 'I512', 'T000', 'A130', 'G352', 'C620', 'W300', 'C622', 'C460', 'A530', 'H600', 'C626', 'C620']"
A crow flew over the river with a lump of raw liver.,"[['AH0'], ['K', 'R', 'OW1'], ['F', 'L', 'UW1'], ['OW1', 'V', 'ER0'], ['DH', 'AH0'], ['R', 'IH1', 'V', 'ER0'], ['W', 'IH1', 'DH'], ['AH0'], ['L', 'AH1', 'M', 'P'], ['AH1', 'V'], ['R', 'AA1'], ['L', 'IH1', 'V', 'ER0']]","['A000', 'C600', 'F400', 'O160', 'T000', 'R160', 'W300', 'A000', 'L510', 'O100', 'R000', 'L160']"
The fish and chips shop's chips are soft chips.,"[['DH', 'AH0'], ['F', 'IH1', 'SH'], ['AH0', 'N', 'D'], ['CH', 'IH1', 'P', 'S'], ['SH', 'AA1', 'P', 'S'], ['CH', 'IH1', 'P', 'S'], ['AA1', 'R'], ['S', 'AA1', 'F', 'T'], ['CH', 'IH1', 'P', 'S']]","['T000', 'F200', 'A530', 'C120', 'S120', 'C120', 'A600', 'S130', 'C120']"
"""Cheep cheep,"" chirped the cheery chaffinch.","[['CH', 'IY1', 'P'], ['CH', 'IY1', 'P'], ['CH', 'ER1', 'P', 'T'], ['DH', 'AH0'], ['CH', 'IH1', 'R', 'IY0'], ['CH', 'AE1', 'F', 'IH0', 'N', 'CH']]","['C100', 'C100', 'C613', 'T000', 'C600', 'C152']"
Cheerful children chant charming tunes.,"[['CH', 'IH1', 'R', 'F', 'AH0', 'L'], ['CH', 'IH1', 'L', 'D', 'R', 'AH0', 'N'], ['CH', 'AE1', 'N', 'T'], ['CH', 'AA1', 'R', 'M', 'IH0', 'NG'], ['T', 'UW1', 'N', 'Z']]","['C614', 'C436', 'C530', 'C655', 'T520']"
"Cameron came careering round the corner, completing his crazy career by crashing into the crypt.","[['K', 'AE1', 'M', 'ER0', 'AH0', 'N'], ['K', 'EY1', 'M'], ['K', 'ER0', 'IH1', 'R', 'IH0', 'NG'], ['R', 'AW1', 'N', 'D'], ['DH', 'AH0'], ['K', 'AO1', 'R', 'N', 'ER0'], ['K', 'AH0', 'M', 'P', 'L', 'IY1', 'T', 'IH0', 'NG'], ['HH', 'IH1', 'Z'], ['K', 'R', 'EY1', 'Z', 'IY0'], ['K', 'ER0', 'IH1', 'R'], ['B', 'AY1'], ['K', 'R', 'AE1', 'SH', 'IH0', 'NG'], ['IH0', 'N', 'T', 'UW1'], ['DH', 'AH0'], ['K', 'R', 'IH1', 'P', 'T']]","['C565', 'C500', 'C665', 'R530', 'T000', 'C656', 'C514', 'H200', 'C620', 'C660', 'B000', 'C625', 'I530', 'T000', 'C613']"
"If a good cook could cook cuckoos so fine, and a good cook could cook cuckoos all the time, how many cuckoos could a good cook cook if a good cook could cook cuckoos?","[['IH1', 'F'], ['AH0'], ['G', 'UH1', 'D'], ['K', 'UH1', 'K'], ['K', 'UH1', 'D'], ['K', 'UH1', 'K'], ['K', 'UW1', 'K', 'UW0', 'Z'], ['S', 'OW1'], ['F', 'AY1', 'N'], ['AH0', 'N', 'D'], ['AH0'], ['G', 'UH1', 'D'], ['K', 'UH1', 'K'], ['K', 'UH1', 'D'], ['K', 'UH1', 'K'], ['K', 'UW1', 'K', 'UW0', 'Z'], ['AO1', 'L'], ['DH', 'AH0'], ['T', 'AY1', 'M'], ['HH', 'AW1'], ['M', 'EH1', 'N', 'IY0'], ['K', 'UW1', 'K', 'UW0', 'Z'], ['K', 'UH1', 'D'], ['AH0'], ['G', 'UH1', 'D'], ['K', 'UH1', 'K'], ['K', 'UH1', 'K'], ['IH1', 'F'], ['AH0'], ['G', 'UH1', 'D'], ['K', 'UH1', 'K'], ['K', 'UH1', 'D'], ['K', 'UH1', 'K'], ['K', 'UW1', 'K', 'UW0', 'Z']]","['I100', 'A000', 'G300', 'C200', 'C430', 'C200', 'C220', 'S000', 'F500', 'A530', 'A000', 'G300', 'C200', 'C430', 'C200', 'C220', 'A400', 'T000', 'T500', 'H000', 'M500', 'C220', 'C430', 'A000', 'G300', 'C200', 'C200', 'I100', 'A000', 'G300', 'C200', 'C430', 'C200', 'C220']"
Crazy Clara catches crawling crabs.,"[['K', 'R', 'EY1', 'Z', 'IY0'], ['K', 'L', 'AE1', 'R', 'AH0'], ['K', 'AE1', 'CH', 'AH0', 'Z'], ['K', 'R', 'AO1', 'L', 'IH0', 'NG'], ['K', 'R', 'AE1', 'B', 'Z']]","['C620', 'C460', 'C322', 'C645', 'C612']"
Cuthbert was caught coughing in his coffin.,"[['K', 'AH1', 'TH', 'B', 'ER0', 'T'], ['W', 'AA1', 'Z'], ['K', 'AA1', 'T'], ['K', 'AA1', 'F', 'IH0', 'NG'], ['IH0', 'N'], ['HH', 'IH1', 'Z'], ['K', 'AO1', 'F', 'IH0', 'N']]","['C316', 'W200', 'C230', 'C252', 'I500', 'H200', 'C150']"
The crazy cockroach crowned the crooked cricket.,"[['DH', 'AH0'], ['K', 'R', 'EY1', 'Z', 'IY0'], ['K', 'AA1', 'K', 'R', 'OW2', 'CH'], ['K', 'R', 'AW1', 'N', 'D'], ['DH', 'AH0'], ['K', 'R', 'UH1', 'K', 'AH0', 'D'], ['K', 'R', 'IH1', 'K', 'AH0', 'T']]","['T000', 'C620', 'C262', 'C653', 'T000', 'C623', 'C623']"
A clipper ship shipped several clipped sheep. Were these clipped sheep the clipper ship's sheep? Or just clipped sheep shipped on a clipper's ship?,"[['AH0'], ['K', 'L', 'IH1', 'P', 'ER0'], ['SH', 'IH1', 'P'], ['SH', 'IH1', 'P', 'T'], ['S', 'EH1', 'V', 'R', 'AH0', 'L'], ['K', 'L', 'IH1', 'P', 'T'], ['SH', 'IY1', 'P'], ['W', 'ER0'], ['DH', 'IY1', 'Z'], ['K', 'L', 'IH1', 'P', 'T'], ['SH', 'IY1', 'P'], ['DH', 'AH0'], ['K', 'L', 'IH1', 'P', 'ER0'], ['SH', 'IH1', 'P', 'S'], ['SH', 'IY1', 'P'], ['AO1', 'R'], ['JH', 'AH1', 'S', 'T'], ['K', 'L', 'IH1', 'P', 'T'], ['SH', 'IY1', 'P'], ['SH', 'IH1', 'P', 'T'], ['AA1', 'N'], ['AH0'], ['K', 'L', 'IH1', 'P', 'ER0', 'Z'], ['SH', 'IH1', 'P']]","['A000', 'C416', 'S100', 'S130', 'S164', 'C413', 'S100', 'W600', 'T200', 'C413', 'S100', 'T000', 'C416', 'S120', 'S100', 'O600', 'J230', 'C413', 'S100', 'S130', 'O500', 'A000', 'C416', 'S100']"
"Cliff Cross crossed the criss-cross crossing. The criss-cross crossing Cliff Cross crossed. When Cliff Cross crossed the criss-cross crossing, where's the criss-cross crossing Cliff Cross crossed?","[['K', 'L', 'IH1', 'F'], ['K', 'R', 'AO1', 'S'], ['K', 'R', 'AO1', 'S', 'T'], ['DH', 'AH0'], ['K', 'R', 'IH1', 'S', 'K', 'R', 'AO2', 'S'], ['K', 'R', 'AO1', 'S', 'IH0', 'NG'], ['DH', 'AH0'], ['K', 'R', 'IH1', 'S', 'K', 'R', 'AO2', 'S'], ['K', 'R', 'AO1', 'S', 'IH0', 'NG'], ['K', 'L', 'IH1', 'F'], ['K', 'R', 'AO1', 'S'], ['K', 'R', 'AO1', 'S', 'T'], ['W', 'EH1', 'N'], ['K', 'L', 'IH1', 'F'], ['K', 'R', 'AO1', 'S'], ['K', 'R', 'AO1', 'S', 'T'], ['DH', 'AH0'], ['K', 'R', 'IH1', 'S', 'K', 'R', 'AO2', 'S'], ['K', 'R', 'AO1', 'S', 'IH0', 'NG'], ['W', 'EH1', 'R', 'Z'], ['DH', 'AH0'], ['K', 'R', 'IH1', 'S', 'K', 'R', 'AO2', 'S'], ['K', 'R', 'AO1', 'S', 'IH0', 'NG'], ['K', 'L', 'IH1', 'F'], ['K', 'R', 'AO1', 'S'], ['K', 'R', 'AO1', 'S', 'T']]","['C410', 'C620', 'C623', 'T000', 'C626', 'C625', 'T000', 'C626', 'C625', 'C410', 'C620', 'C623', 'W500', 'C410', 'C620', 'C623', 'T000', 'C626', 'C625', 'W620', 'T000', 'C626', 'C625', 'C410', 'C620', 'C623']"
Can Kitty cuddle Katie's kitten?,"[['K', 'AE1', 'N'], ['K', 'IH1', 'T', 'IY0'], ['K', 'AH1', 'D', 'AH0', 'L'], ['K', 'EY1', 'T', 'IY0', 'Z'], ['K', 'IH1', 'T', 'AH0', 'N']]","['C500', 'K300', 'C340', 'K320', 'K350']"
Crime cuts cut crime.,"[['K', 'R', 'AY1', 'M'], ['K', 'AH1', 'T', 'S'], ['K', 'AH1', 'T'], ['K', 'R', 'AY1', 'M']]","['C650', 'C320', 'C300', 'C650']"
"A canner exceedingly canny one day remarked to his granny: ""A canner can can anything that he can, but a canner can't can a can, can he?""","[['AH0'], ['K', 'AE1', 'N', 'ER0'], ['IH0', 'K', 'S', 'IY1', 'D', 'IH0', 'NG', 'L', 'IY0'], ['K', 'AE1', 'N', 'IY0'], ['W', 'AH1', 'N'], ['D', 'EY1'], ['R', 'IH0', 'M', 'AA1', 'R', 'K', 'T'], ['T', 'UW1'], ['HH', 'IH1', 'Z'], ['G', 'R', 'AE1', 'N', 'IY0'], ['AH0'], ['K', 'AE1', 'N', 'ER0'], ['K', 'AE1', 'N'], ['K', 'AE1', 'N'], ['EH1', 'N', 'IY0', 'TH', 'IH2', 'NG'], ['DH', 'AE1', 'T'], ['HH', 'IY1'], ['K', 'AE1', 'N'], ['B', 'AH1', 'T'], ['AH0'], ['K', 'AE1', 'N', 'ER0'], ['K', 'AE1', 'N', 'T'], ['K', 'AE1', 'N'], ['AH0'], ['K', 'AE1', 'N'], ['K', 'AE1', 'N'], ['HH', 'IY1']]","['A000', 'C560', 'E235', 'C500', 'O500', 'D000', 'R562', 'T000', 'H200', 'G650', 'A000', 'C560', 'C500', 'C500', 'A535', 'T300', 'H000', 'C500', 'B300', 'A000', 'C560', 'C530', 'C500', 'A000', 'C500', 'C500', 'H000']"
Charlie chooses cheese and cherries.,"[['CH', 'AA1', 'R', 'L', 'IY0'], ['CH', 'UW1', 'Z', 'AH0', 'Z'], ['CH', 'IY1', 'Z'], ['AH0', 'N', 'D'], ['CH', 'EH1', 'R', 'IY0', 'Z']]","['C640', 'C220', 'C200', 'A530', 'C620']"
"The drain in the train dripped again and again, until the drain in the train dripped dry.","[['DH', 'AH0'], ['D', 'R', 'EY1', 'N'], ['IH0', 'N'], ['DH', 'AH0'], ['T', 'R', 'EY1', 'N'], ['D', 'R', 'IH1', 'P', 'T'], ['AH0', 'G', 'EH1', 'N'], ['AH0', 'N', 'D'], ['AH0', 'G', 'EH1', 'N'], ['AH0', 'N', 'T', 'IH1', 'L'], ['DH', 'AH0'], ['D', 'R', 'EY1', 'N'], ['IH0', 'N'], ['DH', 'AH0'], ['T', 'R', 'EY1', 'N'], ['D', 'R', 'IH1', 'P', 'T'], ['D', 'R', 'AY1']]","['T000', 'D650', 'I500', 'T000', 'T650', 'D613', 'A250', 'A530', 'A250', 'U534', 'T000', 'D650', 'I500', 'T000', 'T650', 'D613', 'D600']"
Deeply dreadful dreams.,"[['D', 'IY1', 'P', 'L', 'IY0'], ['D', 'R', 'EH1', 'D', 'F', 'AH0', 'L'], ['D', 'R', 'IY1', 'M', 'Z']]","['D140', 'D631', 'D652']"
The dude designed the desperate plot to dupe the dreadful desperado.,"[['DH', 'AH0'], ['D', 'UW1', 'D'], ['D', 'IH0', 'Z', 'AY1', 'N', 'D'], ['DH', 'AH0'], ['D', 'EH1', 'S', 'P', 'R', 'IH0', 'T'], ['P', 'L', 'AA1', 'T'], ['T', 'UW1'], ['D', 'UW1', 'P'], ['DH', 'AH0'], ['D', 'R', 'EH1', 'D', 'F', 'AH0', 'L'], ['D', 'EH2', 'S', 'P', 'ER0', 'AA1', 'D', 'OW0']]","['T000', 'D300', 'D225', 'T000', 'D216', 'P430', 'T000', 'D100', 'T000', 'D631', 'D216']"
The Duke dragged the dizzy Dane down into the deep damn dark dungeon.,"[['DH', 'AH0'], ['D', 'UW1', 'K'], ['D', 'R', 'AE1', 'G', 'D'], ['DH', 'AH0'], ['D', 'IH1', 'Z', 'IY0'], ['D', 'EY1', 'N'], ['D', 'AW1', 'N'], ['IH0', 'N', 'T', 'UW1'], ['DH', 'AH0'], ['D', 'IY1', 'P'], ['D', 'AE1', 'M'], ['D', 'AA1', 'R', 'K'], ['D', 'AH1', 'N', 'JH', 'AH0', 'N']]","['T000', 'D200', 'D623', 'T000', 'D200', 'D500', 'D500', 'I530', 'T000', 'D100', 'D500', 'D620', 'D525']"
Dimpled Dina danced in a dainty dimity down the dunes.,"[['D', 'IH1', 'M', 'P', 'AH0', 'L', 'D'], ['D', 'IY1', 'N', 'AH0'], ['D', 'AE1', 'N', 'S', 'T'], ['IH0', 'N'], ['AH0'], ['D', 'EY1', 'N', 'T', 'IY0'], ['D', 'IH1', 'M', 'AH0', 'T', 'IY0'], ['D', 'AW1', 'N'], ['DH', 'AH0'], ['D', 'UW1', 'N', 'Z']]","['D514', 'D500', 'D523', 'I500', 'A000', 'D530', 'D530', 'D500', 'T000', 'D520']"
Dashing Daniel defied David to deliver Dora from the dawning danger.,"[['D', 'AE1', 'SH', 'IH0', 'NG'], ['D', 'AE1', 'N', 'Y', 'AH0', 'L'], ['D', 'IH0', 'F', 'AY1', 'D'], ['D', 'EY1', 'V', 'IH0', 'D'], ['T', 'UW1'], ['D', 'IH0', 'L', 'IH1', 'V', 'ER0'], ['D', 'AO1', 'R', 'AH0'], ['F', 'R', 'AH1', 'M'], ['DH', 'AH0'], ['D', 'AO1', 'N', 'IH0', 'NG'], ['D', 'EY1', 'N', 'JH', 'ER0']]","['D252', 'D540', 'D130', 'D130', 'T000', 'D416', 'D600', 'F650', 'T000', 'D552', 'D526']"
Diligence dismisseth despondency.,"[['D', 'IH1', 'L', 'AH0', 'JH', 'AH0', 'N', 'S'], ['D', 'IH0', 'S', 'M', 'IH1', 'S', 'AH0', 'T'], ['D', 'IH0', 'S', 'P', 'AA1', 'N', 'D', 'AH0', 'N', 'S', 'IY0']]","['D425', 'D252', 'D215']"
Daring Dan dashed dizzily down the dale doing damaging deeds as he went.,"[['D', 'EH1', 'R', 'IH0', 'NG'], ['D', 'AE1', 'N'], ['D', 'AE1', 'SH', 'T'], ['D', 'IH1', 'Z', 'AH0', 'L', 'IY0'], ['D', 'AW1', 'N'], ['DH', 'AH0'], ['D', 'EY1', 'L'], ['D', 'UW1', 'IH0', 'NG'], ['D', 'AE1', 'M', 'IH0', 'JH', 'IH0', 'NG'], ['D', 'IY1', 'D', 'Z'], ['AE1', 'Z'], ['HH', 'IY1'], ['W', 'EH1', 'N', 'T']]","['D652', 'D500', 'D230', 'D240', 'D500', 'T000', 'D400', 'D520', 'D525', 'D320', 'A200', 'H000', 'W530']"
The dim don dropped the drum dressed in drip-dry drawers.,"[['DH', 'AH0'], ['D', 'IH1', 'M'], ['D', 'AA1', 'N'], ['D', 'R', 'AA1', 'P', 'T'], ['DH', 'AH0'], ['D', 'R', 'AH1', 'M'], ['D', 'R', 'EH1', 'S', 'T'], ['IH0', 'N'], ['D', 'R', 'IH1', 'P', 'D', 'R', 'IY0'], ['D', 'R', 'AO1', 'R', 'Z']]","['T000', 'D500', 'D500', 'D613', 'T000', 'D650', 'D623', 'I500', 'D613', 'D662']"
Eleven elves in Hell.,"[['IH0', 'L', 'EH1', 'V', 'AH0', 'N'], ['EH1', 'L', 'V', 'Z'], ['IH0', 'N'], ['HH', 'EH1', 'L']]","['E415', 'E412', 'I500', 'H400']"
Eli eats eels from Ealing.,"[['IY1', 'L', 'AY0'], ['IY1', 'T', 'S'], ['IY1', 'L', 'Z'], ['F', 'R', 'AH1', 'M'], ['IY1', 'L', 'IH0', 'NG']]","['E400', 'E320', 'E420', 'F650', 'E452']"
"And ere the ear had heard, her heart had heard.","[['AH0', 'N', 'D'], ['EH1', 'R'], ['DH', 'AH0'], ['IY1', 'R'], ['HH', 'AE1', 'D'], ['HH', 'ER1', 'D'], ['HH', 'ER0'], ['HH', 'AA1', 'R', 'T'], ['HH', 'AE1', 'D'], ['HH', 'ER1', 'D']]","['A530', 'E600', 'T000', 'E600', 'H300', 'H630', 'H600', 'H630', 'H300', 'H630']"
"""Aye! Aye!"" said the Ear. ""Hear! Hear!"" said the Eye.","[['AY1'], ['AY1'], ['S', 'EH1', 'D'], ['DH', 'AH0'], ['IY1', 'R'], ['HH', 'IY1', 'R'], ['HH', 'IY1', 'R'], ['S', 'EH1', 'D'], ['DH', 'AH0'], ['AY1']]","['A000', 'A000', 'S300', 'T000', 'E600', 'H600', 'H600', 'S300', 'T000', 'E000']"
Even Stephen's even oven's on.,"[['IY1', 'V', 'IH0', 'N'], ['S', 'T', 'IY1', 'V', 'AH0', 'N', 'Z'], ['IY1', 'V', 'IH0', 'N'], ['AH1', 'V', 'AH0', 'N', 'Z'], ['AA1', 'N']]","['E150', 'S315', 'E150', 'O152', 'O500']"
Last year I could not hear with either ear.,"[['L', 'AE1', 'S', 'T'], ['Y', 'IH1', 'R'], ['AY1'], ['K', 'UH1', 'D'], ['N', 'AA1', 'T'], ['HH', 'IY1', 'R'], ['W', 'IH1', 'DH'], ['IY1', 'DH', 'ER0'], ['IY1', 'R']]","['L230', 'Y600', 'I000', 'C430', 'N300', 'H600', 'W300', 'E360', 'E600']"
Even Knievel helped himself to eleven lots of elevenses. ,"[['IY1', 'V', 'IH0', 'N'], ['K', 'AH0', 'N', 'IY1', 'V', 'AH0', 'L'], ['HH', 'EH1', 'L', 'P', 'T'], ['HH', 'IH0', 'M', 'S', 'EH1', 'L', 'F'], ['T', 'UW1'], ['IH0', 'L', 'EH1', 'V', 'AH0', 'N'], ['L', 'AA1', 'T', 'S'], ['AH1', 'V'], ['IH0', 'L', 'EH1', 'V', 'AH0', 'N', 'Z', 'IH0', 'Z']]","['E150', 'K514', 'H413', 'H524', 'T000', 'E415', 'L320', 'O100', 'E415']"
An elevator on Everest: on Everest an elevator.,"[['AE1', 'N'], ['EH1', 'L', 'AH0', 'V', 'EY2', 'T', 'ER0'], ['AA1', 'N'], ['EH1', 'V', 'ER0', 'AH0', 'S', 'T'], ['AA1', 'N'], ['EH1', 'V', 'ER0', 'AH0', 'S', 'T'], ['AE1', 'N'], ['EH1', 'L', 'AH0', 'V', 'EY2', 'T', 'ER0']]","['A500', 'E413', 'O500', 'E162', 'O500', 'E162', 'A500', 'E413']"
Even Evan's eaten eighteen eggs.,"[['IY1', 'V', 'IH0', 'N'], ['EH1', 'V', 'AH0', 'N', 'Z'], ['IY1', 'T', 'AH0', 'N'], ['EY0', 'T', 'IY1', 'N'], ['EH1', 'G', 'Z']]","['E150', 'E152', 'E350', 'E235', 'E200']"
Elevating eleven elephants.,"[['EH1', 'L', 'AH0', 'V', 'EY2', 'T', 'IH0', 'NG'], ['IH0', 'L', 'EH1', 'V', 'AH0', 'N'], ['EH1', 'L', 'AH0', 'F', 'AH0', 'N', 'T', 'S']]","['E413', 'E415', 'E415']"
Even the hare's hair hides the hare's ears.,"[['IY1', 'V', 'IH0', 'N'], ['DH', 'AH0'], ['HH', 'EH1', 'R', 'Z'], ['HH', 'EH1', 'R'], ['HH', 'AY1', 'D', 'Z'], ['DH', 'AH0'], ['HH', 'EH1', 'R', 'Z'], ['IH1', 'R', 'Z']]","['E150', 'T000', 'H620', 'H600', 'H320', 'T000', 'H620', 'E620']"
Four fat friars frying flat fish.,"[['F', 'AO1', 'R'], ['F', 'AE1', 'T'], ['F', 'R', 'AY1', 'ER0', 'Z'], ['F', 'R', 'AY1', 'IH0', 'NG'], ['F', 'L', 'AE1', 'T'], ['F', 'IH1', 'SH']]","['F600', 'F300', 'F662', 'F652', 'F430', 'F200']"
Frightened Phillip forced fearful Frank to fence furiously.,"[['F', 'R', 'AY1', 'T', 'AH0', 'N', 'D'], ['F', 'IH1', 'L', 'IH0', 'P'], ['F', 'AO1', 'R', 'S', 'T'], ['F', 'IH1', 'R', 'F', 'AH0', 'L'], ['F', 'R', 'AE1', 'NG', 'K'], ['T', 'UW1'], ['F', 'EH1', 'N', 'S'], ['F', 'Y', 'UH1', 'R', 'IY0', 'AH0', 'S', 'L', 'IY0']]","['F623', 'P410', 'F623', 'F614', 'F652', 'T000', 'F520', 'F624']"
Francis Fowler's father fried five floundering flounders for Francis Fowler's father's father.,"[['F', 'R', 'AE1', 'N', 'S', 'AH0', 'S'], ['F', 'AW1', 'L', 'ER0', 'Z'], ['F', 'AA1', 'DH', 'ER0'], ['F', 'R', 'AY1', 'D'], ['F', 'AY1', 'V'], ['F', 'L', 'AW1', 'N', 'D', 'ER0', 'IH0', 'NG'], ['F', 'L', 'AW1', 'N', 'D', 'ER0', 'Z'], ['F', 'AO1', 'R'], ['F', 'R', 'AE1', 'N', 'S', 'AH0', 'S'], ['F', 'AW1', 'L', 'ER0', 'Z'], ['F', 'AA1', 'DH', 'ER0', 'Z'], ['F', 'AA1', 'DH', 'ER0']]","['F652', 'F462', 'F360', 'F630', 'F100', 'F453', 'F453', 'F600', 'F652', 'F462', 'F362', 'F360']"
A fat-thighed freak fries thick fish.,"[['AH0'], ['F', 'AE1', 'TH', 'AH0', 'JH', 'D'], ['F', 'R', 'IY1', 'K'], ['F', 'R', 'AY1', 'Z'], ['TH', 'IH1', 'K'], ['F', 'IH1', 'SH']]","['A000', 'F323', 'F620', 'F620', 'T200', 'F200']"
Flee from fog to fight the flu fast!,"[['F', 'L', 'IY1'], ['F', 'R', 'AH1', 'M'], ['F', 'AA1', 'G'], ['T', 'UW1'], ['F', 'AY1', 'T'], ['DH', 'AH0'], ['F', 'L', 'UW1'], ['F', 'AE1', 'S', 'T']]","['F400', 'F650', 'F200', 'T000', 'F230', 'T000', 'F400', 'F230']"
Freddy thrush flies through thick fog!,"[['F', 'R', 'EH1', 'D', 'IY0'], ['TH', 'R', 'AH1', 'SH'], ['F', 'L', 'AY1', 'Z'], ['TH', 'R', 'UW1'], ['TH', 'IH1', 'K'], ['F', 'AA1', 'G']]","['F630', 'T620', 'F420', 'T620', 'T200', 'F200']"
Frisky Freddie feeds on fresh fried fish.,"[['F', 'R', 'IH1', 'S', 'K', 'IY0'], ['F', 'R', 'EH1', 'D', 'IY0'], ['F', 'IY1', 'D', 'Z'], ['AA1', 'N'], ['F', 'R', 'EH1', 'SH'], ['F', 'R', 'AY1', 'D'], ['F', 'IH1', 'SH']]","['F620', 'F630', 'F320', 'O500', 'F620', 'F630', 'F200']"
Five fashionable females flying to France for fresh French fashions.,"[['F', 'AY1', 'V'], ['F', 'AE1', 'SH', 'AH0', 'N', 'AH0', 'B', 'AH0', 'L'], ['F', 'IY1', 'M', 'EY2', 'L', 'Z'], ['F', 'L', 'AY1', 'IH0', 'NG'], ['T', 'UW1'], ['F', 'R', 'AE1', 'N', 'S'], ['F', 'AO1', 'R'], ['F', 'R', 'EH1', 'SH'], ['F', 'R', 'EH1', 'N', 'CH'], ['F', 'AE1', 'SH', 'AH0', 'N', 'Z']]","['F100', 'F251', 'F542', 'F452', 'T000', 'F652', 'F600', 'F620', 'F652', 'F252']"
Fresh fried flesh of fowl.,"[['F', 'R', 'EH1', 'SH'], ['F', 'R', 'AY1', 'D'], ['F', 'L', 'EH1', 'SH'], ['AH1', 'V'], ['F', 'AW1', 'L']]","['F620', 'F630', 'F420', 'O100', 'F400']"
Flora's fan fluttered feebly and her fine fingers fidgeted.,"[['F', 'L', 'AO1', 'R', 'AH0', 'Z'], ['F', 'AE1', 'N'], ['F', 'L', 'AH1', 'T', 'ER0', 'D'], ['F', 'IY1', 'B', 'L', 'IY0'], ['AH0', 'N', 'D'], ['HH', 'ER0'], ['F', 'AY1', 'N'], ['F', 'IH1', 'NG', 'G', 'ER0', 'Z'], ['F', 'IH1', 'JH', 'AH0', 'T', 'IH0', 'D']]","['F462', 'F500', 'F436', 'F140', 'A530', 'H600', 'F500', 'F526', 'F323']"
